model_id,checkpoint_stage,kd_steps,benchmark,metric,value,unit,numerator,denominator,sample_count,repetition,evaluation_contract_id,row_selection_identity_sha256,row_manifest_sha256,evaluator_id,cohort
architecture_9f4b0f4244aaca1c,post_kd,128,mmmu_val,accuracy,0.325,fraction,,,120,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3328
architecture_9f4b0f4244aaca1c,post_kd,128,mvbench_macro,macro_accuracy,0.44375,fraction,,,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3328
architecture_9f4b0f4244aaca1c,post_kd,256,realworldqa,exact_match_flexible_extract,0.671875,fraction,,,64,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3328
architecture_9f4b0f4244aaca1c,post_kd,256,mmmu_val,accuracy,0.35,fraction,,,120,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3328
architecture_9f4b0f4244aaca1c,post_kd,256,mvbench_macro,macro_accuracy,0.43125,fraction,,,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3328
architecture_9f4b0f4244aaca1c,post_kd,512,realworldqa,exact_match_flexible_extract,0.65625,fraction,,,64,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3328
architecture_9f4b0f4244aaca1c,post_kd,512,mmmu_val,accuracy,0.325,fraction,,,120,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3328
architecture_9f4b0f4244aaca1c,post_kd,512,mvbench_macro,macro_accuracy,0.425,fraction,,,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3328
architecture_9f4b0f4244aaca1c,pre_kd,,realworldqa,exact_match_flexible_extract,0.5625,fraction,,,64,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3328
architecture_9f4b0f4244aaca1c,pre_kd,,mmmu_val,accuracy,0.28333,fraction,,,120,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3328
architecture_9f4b0f4244aaca1c,pre_kd,,mvbench_macro,macro_accuracy,0.325,fraction,,,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3328
architecture_05357c1774af922e,post_kd,64,realworldqa,exact_match_flexible_extract,0.546875,fraction,,,64,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3072
architecture_05357c1774af922e,post_kd,64,mmmu_val,accuracy,0.29167,fraction,,,120,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3072
architecture_05357c1774af922e,post_kd,64,mvbench_macro,macro_accuracy,0.425,fraction,,,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3072
architecture_05357c1774af922e,post_kd,128,realworldqa,exact_match_flexible_extract,0.609375,fraction,,,64,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3072
architecture_05357c1774af922e,post_kd,128,mmmu_val,accuracy,0.28333,fraction,,,120,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3072
architecture_05357c1774af922e,post_kd,128,mvbench_macro,macro_accuracy,0.39375,fraction,,,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3072
architecture_05357c1774af922e,post_kd,256,realworldqa,exact_match_flexible_extract,0.625,fraction,,,64,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3072
architecture_05357c1774af922e,post_kd,256,mmmu_val,accuracy,0.28333,fraction,,,120,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3072
architecture_05357c1774af922e,post_kd,256,mvbench_macro,macro_accuracy,0.4,fraction,,,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3072
architecture_05357c1774af922e,pre_kd,,realworldqa,exact_match_flexible_extract,0.5625,fraction,,,64,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3072
architecture_05357c1774af922e,pre_kd,,mmmu_val,accuracy,0.24167,fraction,,,120,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3072
architecture_05357c1774af922e,pre_kd,,mvbench_macro,macro_accuracy,0.2875,fraction,,,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3072
architecture_05357c1774af922e,post_kd,64,mvbench,fixed_160_accuracy,0.425,fraction,68,160,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3072
architecture_05357c1774af922e,post_kd,128,mvbench,fixed_160_accuracy,0.39375,fraction,63,160,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3072
architecture_05357c1774af922e,post_kd,256,mvbench,fixed_160_accuracy,0.4,fraction,64,160,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3072
architecture_2a343aec3100a1b4,post_kd,64,mvbench,fixed_160_accuracy,0.40625,fraction,65,160,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,exploratory_retained_95_hidden_960_depth_0
architecture_2a343aec3100a1b4,post_kd,128,mvbench,fixed_160_accuracy,0.4125,fraction,66,160,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,exploratory_retained_95_hidden_960_depth_0
architecture_2a343aec3100a1b4,post_kd,256,mvbench,fixed_160_accuracy,0.375,fraction,60,160,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,exploratory_retained_95_hidden_960_depth_0
architecture_60ef4164a42c59b3,post_kd,64,mvbench,fixed_160_accuracy,0.1,fraction,16,160,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,exploratory_retained_85
architecture_60ef4164a42c59b3,post_kd,128,mvbench,fixed_160_accuracy,0.1625,fraction,26,160,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,exploratory_retained_85
architecture_60ef4164a42c59b3,post_kd,256,mvbench,fixed_160_accuracy,0.1375,fraction,22,160,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,exploratory_retained_85
architecture_9f4b0f4244aaca1c,post_kd,64,mvbench,fixed_160_accuracy,0.39375,fraction,63,160,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3328
architecture_9f4b0f4244aaca1c,post_kd,128,mvbench,fixed_160_accuracy,0.44375,fraction,71,160,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3328
architecture_9f4b0f4244aaca1c,post_kd,256,mvbench,fixed_160_accuracy,0.43125,fraction,69,160,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3328
architecture_9f4b0f4244aaca1c,post_kd,512,mvbench,fixed_160_accuracy,0.425,fraction,68,160,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,control_ffn_3328
architecture_abbb430e18472a62,post_kd,64,mvbench,fixed_160_accuracy,0.18125,fraction,29,160,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,exploratory_retained_90
architecture_abbb430e18472a62,post_kd,128,mvbench,fixed_160_accuracy,0.3125,fraction,50,160,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,exploratory_retained_90
architecture_abbb430e18472a62,post_kd,256,mvbench,fixed_160_accuracy,0.3,fraction,48,160,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,exploratory_retained_90
architecture_f01974e675dc335b,post_kd,64,mvbench,fixed_160_accuracy,0.31875,fraction,51,160,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,exploratory_retained_95_hidden_960_depth_1
architecture_f01974e675dc335b,post_kd,128,mvbench,fixed_160_accuracy,0.325,fraction,52,160,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,exploratory_retained_95_hidden_960_depth_1
architecture_f01974e675dc335b,post_kd,256,mvbench,fixed_160_accuracy,0.35625,fraction,57,160,160,1,qwen35-vlm-rwqa64-mmmu120-mvbench160-frozen-v1,c088a0421497c34592a1fe7828cbb93a399744e7e29ec4b098206cde04906326,b29625345a932b8e514e7911e7ec98a28302b886ae1e1d831cbb6db026b224ce,modelopt-vlm-evaluator@30fa674e68699b00db7582ed151cc078227ba970+lmms-eval@15c32bfec165df13c269ddd3cda03b2ed9137825,exploratory_retained_95_hidden_960_depth_1
